,species0,species1,species2
69.7698,0.167558,0.359946,0.48585
69.8699,0.167123,0.360008,0.486256
69.97,0.166678,0.360163,0.486577
70.0701,0.16623,0.360408,0.486809
70.1702,0.165787,0.360738,0.486948
70.2703,0.165356,0.361145,0.486993
70.3704,0.164945,0.361621,0.486946
70.4705,0.164561,0.362158,0.486808
70.5706,0.164209,0.362745,0.486583
70.6707,0.163895,0.363371,0.486276
70.7708,0.163624,0.364026,0.485893
70.8709,0.1634,0.364696,0.485443
70.971,0.163226,0.365371,0.484935
71.0711,0.163104,0.366039,0.484377
71.1712,0.163036,0.366689,0.483781
71.2713,0.163021,0.367308,0.483157
71.3714,0.16306,0.367887,0.482517
71.4715,0.163151,0.368417,0.481872
71.5716,0.163291,0.368888,0.481232
71.6717,0.163479,0.369293,0.48061
71.7718,0.16371,0.369625,0.480016
71.8719,0.16398,0.369881,0.479459
71.972,0.164284,0.370055,0.478949
72.0721,0.164616,0.370147,0.478495
72.1722,0.16497,0.370155,0.478102
72.2723,0.16534,0.37008,0.477778
72.3724,0.165719,0.369925,0.477526
72.4725,0.166101,0.369693,0.477351
72.5726,0.166479,0.369389,0.477255
72.6727,0.166847,0.369021,0.477238
72.7728,0.167197,0.368594,0.477299
72.8729,0.167524,0.368117,0.477437
72.973,0.167822,0.3676,0.477649
73.0731,0.168086,0.367052,0.477929
73.1732,0.168313,0.366483,0.478272
73.2733,0.168497,0.365904,0.478671
73.3734,0.168637,0.365324,0.479119
73.4735,0.168731,0.364755,0.479607
73.5736,0.168776,0.364206,0.480125
73.6737,0.168774,0.363686,0.480665
73.7738,0.168725,0.363204,0.481217
73.8739,0.16863,0.362768,0.481771
73.974,0.168492,0.362385,0.482317
74.0741,0.168314,0.362061,0.482845
74.1742,0.168099,0.361801,0.483346
74.2743,0.167853,0.361608,0.483813
74.3744,0.167579,0.361485,0.484236
74.4745,0.167283,0.361433,0.48461
74.5746,0.166972,0.361452,0.484928
74.6747,0.16665,0.36154,0.485186
74.7748,0.166323,0.361695,0.48538
74.8749,0.165997,0.361913,0.485506
74.975,0.165679,0.36219,0.485565
75.0751,0.165372,0.36252,0.485556
75.1752,0.165083,0.362897,0.48548
75.2753,0.164816,0.363313,0.485339
75.3754,0.164576,0.363761,0.485137
75.4755,0.164365,0.364232,0.484878
75.5756,0.164188,0.364719,0.484567
75.6757,0.164047,0.365212,0.484211
75.7758,0.163943,0.365703,0.483816
75.8759,0.163878,0.366183,0.483391
75.976,0.163853,0.366644,0.482942
76.0761,0.163867,0.367078,0.482478
76.1762,0.16392,0.367479,0.482007
76.2763,0.16401,0.367839,0.481538
76.3764,0.164135,0.368152,0.481078
76.4765,0.164293,0.368414,0.480635
76.5766,0.164481,0.368621,0.480218
76.6767,0.164695,0.36877,0.479832
76.7768,0.16493,0.368859,0.479484
76.8769,0.165184,0.368887,0.47918
76.977,0.165451,0.368854,0.478925
77.0771,0.165726,0.368762,0.478721
77.1772,0.166005,0.368613,0.478573
77.2773,0.166282,0.36841,0.478482
77.3774,0.166553,0.368158,0.478448
77.4775,0.166814,0.367861,0.478473
77.5776,0.167058,0.367526,0.478554
77.6777,0.167284,0.36716,0.478689
77.7778,0.167485,0.366767,0.478876
77.8779,0.16766,0.366357,0.47911
77.978,0.167806,0.365937,0.479387
78.0781,0.16792,0.365514,0.479701
78.1782,0.168,0.365095,0.480047
78.2783,0.168046,0.364688,0.480418
78.3784,0.168057,0.3643,0.480807
78.4785,0.168034,0.363937,0.481208
78.5786,0.167977,0.363606,0.481612
78.6787,0.167888,0.363312,0.482013
78.7788,0.167769,0.363059,0.482403
78.8789,0.167622,0.362851,0.482777
78.979,0.167451,0.362692,0.483127
79.0791,0.167259,0.362583,0.483448
79.1792,0.167049,0.362525,0.483735
79.2793,0.166826,0.36252,0.483982
79.3794,0.166593,0.362565,0.484187
79.4795,0.166356,0.362661,0.484346
79.5796,0.166118,0.362803,0.484456
79.6797,0.165883,0.36299,0.484518
79.7798,0.165655,0.363217,0.484529
79.8799,0.165439,0.363481,0.484492
79.98,0.165237,0.363775,0.484406
80.0801,0.165054,0.364094,0.484275
80.1802,0.164891,0.364433,0.484101
80.2803,0.164752,0.364785,0.483888
80.3804,0.164639,0.365144,0.48364
80.4805,0.164553,0.365504,0.483362
80.5806,0.164494,0.365858,0.483059
80.6807,0.164465,0.3662,0.482737
80.7808,0.164465,0.366525,0.482401
80.8809,0.164493,0.366827,0.482059
80.981,0.164549,0.367101,0.481715
81.0811,0.164632,0.367342,0.481376
81.1812,0.164739,0.367548,0.481047
81.2813,0.164869,0.367714,0.480735
81.3814,0.165019,0.367838,0.480444
81.4815,0.165186,0.367918,0.48018
81.5816,0.165367,0.367955,0.479946
81.6817,0.165559,0.367947,0.479746
81.7818,0.165758,0.367895,0.479583
81.8819,0.165961,0.367801,0.47946
81.982,0.166164,0.367667,0.479378
82.0821,0.166364,0.367496,0.479338
82.1822,0.166557,0.367291,0.479341
82.2823,0.16674,0.367057,0.479385
82.3824,0.166909,0.366797,0.479469
82.4825,0.167063,0.366518,0.479592
82.5826,0.167197,0.366223,0.479751
82.6827,0.167311,0.365918,0.479942
82.7828,0.167403,0.36561,0.480162
82.8829,0.16747,0.365302,0.480407
82.983,0.167513,0.365002,0.480672
83.0831,0.167531,0.364713,0.480951
83.1832,0.167523,0.364441,0.481241
83.2833,0.16749,0.364191,0.481535
83.3834,0.167434,0.363965,0.481829
83.4835,0.167355,0.363769,0.482117
83.5836,0.167256,0.363605,0.482395
83.6837,0.167137,0.363476,0.482657
83.7838,0.167003,0.363382,0.4829
83.8839,0.166854,0.363326,0.483118
83.984,0.166695,0.363308,0.48331
84.0841,0.166527,0.363328,0.483471
84.1842,0.166355,0.363384,0.483599
84.2843,0.166181,0.363475,0.483693
84.3844,0.166008,0.3636,0.483751
84.4845,0.16584,0.363756,0.483773
84.5846,0.165679,0.363939,0.483759
84.6847,0.165527,0.364145,0.483709
84.7848,0.165388,0.364372,0.483626
84.8849,0.165263,0.364615,0.48351
84.985,0.165155,0.364869,0.483365
85.0851,0.165065,0.36513,0.483193
85.1852,0.164994,0.365393,0.482997
85.2853,0.164944,0.365653,0.482783
85.3854,0.164915,0.365907,0.482552
85.4855,0.164907,0.366149,0.48231
85.5856,0.16492,0.366376,0.482062
85.6857,0.164954,0.366584,0.48181
85.7858,0.165007,0.366769,0.481561
85.8859,0.165079,0.366929,0.481318
85.986,0.165168,0.367061,0.481085
86.0861,0.165273,0.367162,0.480867
86.1862,0.165391,0.367233,0.480666
86.2863,0.165519,0.367271,0.480487
86.3864,0.165657,0.367277,0.480332
86.4865,0.165801,0.367251,0.480203
86.5866,0.165948,0.367194,0.480102
86.6867,0.166097,0.367106,0.480031
86.7868,0.166244,0.366991,0.479991
86.8869,0.166387,0.36685,0.479981
86.987,0.166523,0.366687,0.480003
87.0871,0.16665,0.366504,0.480054
87.1872,0.166767,0.366305,0.480134
87.2873,0.16687,0.366093,0.48024
87.3874,0.166959,0.365873,0.480371
87.4875,0.167031,0.365649,0.480525
87.5876,0.167087,0.365424,0.480697
87.6877,0.167125,0.365202,0.480885
87.7878,0.167144,0.364988,0.481086
87.8879,0.167145,0.364785,0.481295
87.988,0.167128,0.364596,0.481509
88.0881,0.167094,0.364424,0.481723
88.1882,0.167042,0.364273,0.481936
88.2883,0.166975,0.364145,0.482141
88.3884,0.166894,0.364041,0.482337
88.4885,0.1668,0.363962,0.48252
88.5886,0.166695,0.363911,0.482686
88.6887,0.166581,0.363888,0.482833
88.7888,0.166461,0.363892,0.482959
88.8889,0.166337,0.363923,0.483062
88.989,0.16621,0.363981,0.483139
89.0891,0.166083,0.364063,0.483192
89.1892,0.165959,0.364169,0.483217
89.2893,0.165839,0.364295,0.483217
89.3894,0.165725,0.36444,0.48319
89.4895,0.16562,0.364601,0.483138
89.5896,0.165525,0.364774,0.483062
89.6897,0.165441,0.364957,0.482964
89.7898,0.16537,0.365146,0.482845
89.8899,0.165313,0.365338,0.482709
89.99,0.165271,0.365529,0.482557
90.0901,0.165244,0.365716,0.482392
90.1902,0.165233,0.365896,0.482219
90.2903,0.165237,0.366066,0.482039
90.3904,0.165256,0.366223,0.481855
90.4905,0.16529,0.366365,0.481673
90.5906,0.165338,0.366488,0.481493
90.6907,0.165398,0.366592,0.48132
90.7908,0.165471,0.366675,0.481156
90.8909,0.165553,0.366734,0.481005
90.991,0.165645,0.366771,0.480868
91.0911,0.165743,0.366784,0.480748
91.1912,0.165847,0.366773,0.480647
91.2913,0.165954,0.36674,0.480566
91.3914,0.166062,0.366684,0.480506
91.4915,0.16617,0.366607,0.480468
91.5916,0.166275,0.366511,0.480453
91.6917,0.166377,0.366398,0.480461
91.7918,0.166472,0.366269,0.48049
91.8919,0.16656,0.366128,0.480541
91.992,0.166639,0.365976,0.480612
92.0921,0.166708,0.365818,0.480701
92.1922,0.166765,0.365655,0.480807
92.2923,0.16681,0.365491,0.480928
92.3924,0.166842,0.365328,0.481061
92.4925,0.166862,0.365169,0.481205
92.5926,0.166867,0.365018,0.481355
92.6927,0.16686,0.364876,0.48151
92.7928,0.166839,0.364746,0.481667
92.8929,0.166806,0.36463,0.481823
92.993,0.166761,0.36453,0.481975
93.0931,0.166705,0.364447,0.482121
93.1932,0.16664,0.364383,0.482258
93.2933,0.166567,0.364338,0.482384
93.3934,0.166486,0.364314,0.482496
93.4935,0.1664,0.364309,0.482594
93.5936,0.16631,0.364325,0.482675
93.6937,0.166218,0.36436,0.482739
93.7938,0.166125,0.364413,0.482784
93.8939,0.166034,0.364484,0.48281
93.994,0.165945,0.364571,0.482817
94.0941,0.16586,0.364672,0.482804
94.1942,0.165781,0.364786,0.482773
94.2943,0.165708,0.364909,0.482724
94.3944,0.165644,0.36504,0.482658
94.4945,0.165589,0.365177,0.482577
94.5946,0.165543,0.365316,0.482482
94.6947,0.165509,0.365456,0.482375
94.7948,0.165485,0.365594,0.482258
94.8949,0.165472,0.365728,0.482133
94.995,0.165471,0.365855,0.482003
95.0951,0.165481,0.365973,0.48187
95.1952,0.165502,0.366081,0.481736
95.2953,0.165533,0.366176,0.481604
95.3954,0.165574,0.366257,0.481476
95.4955,0.165624,0.366323,0.481354
95.5956,0.165682,0.366373,0.48124
95.6957,0.165746,0.366406,0.481136
95.7958,0.165816,0.366422,0.481043
95.8959,0.165891,0.36642,0.480964
95.996,0.165968,0.366402,0.4809
96.0961,0.166047,0.366367,0.48085
96.1962,0.166126,0.366316,0.480817
96.2963,0.166204,0.366251,0.4808
96.3964,0.166279,0.366173,0.480799
96.4965,0.16635,0.366083,0.480815
96.5966,0.166416,0.365983,0.480846
96.6967,0.166477,0.365875,0.480893
96.7968,0.166529,0.365761,0.480953
96.8969,0.166574,0.365643,0.481026
96.997,0.166611,0.365523,0.481111
97.0971,0.166638,0.365404,0.481205
97.1972,0.166655,0.365287,0.481307
97.2973,0.166663,0.365174,0.481415
97.3974,0.166661,0.365068,0.481527
97.4975,0.166649,0.364969,0.481642
97.5976,0.166628,0.364881,0.481756
97.6977,0.166599,0.364803,0.481868
97.7978,0.166561,0.364738,0.481976
97.8979,0.166516,0.364686,0.482079
97.998,0.166464,0.364648,0.482174
98.0981,0.166407,0.364625,0.48226
98.1982,0.166346,0.364617,0.482335
98.2983,0.166281,0.364623,0.482399
98.3984,0.166215,0.364643,0.48245
98.4985,0.166147,0.364677,0.482488
98.5986,0.16608,0.364724,0.482512
98.6987,0.166014,0.364784,0.482522
98.7988,0.165951,0.364854,0.482518
98.8989,0.165891,0.364933,0.4825
98.999,0.165837,0.365021,0.482469
99.0991,0.165787,0.365115,0.482425
99.1992,0.165744,0.365213,0.48237
99.2993,0.165709,0.365315,0.482304
99.3994,0.16568,0.365417,0.482229
99.4995,0.16566,0.365518,0.482147
99.5996,0.165648,0.365617,0.482057
99.6997,0.165644,0.365712,0.481964
99.7998,0.165648,0.365801,0.481867
99.8999,0.16566,0.365882,0.48177
100,0.165681,0.365955,0.481673
